Project Name,Package Name,Architecture Smell,Cause of the Smell
.,org.jkiss.dbeaver.ext.oracle.ui.editors,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [OracleDDLOptions; OracleObjectDDLEditor; OracleSourceDeclarationEditor; OracleEditorUtils; OracleObjectDeclarationViewer]; [OracleLockEditor]; [OracleSessionEditor]; [OracleSessionEditor.DisconnectSessionAction]; [OracleSourceDefinitionEditor]; [SchedulerJobActionEditor]; [SchedulerJobLogEditor]. LCC (Lack of Component Cohesion) = 0.64
.,org.jkiss.dbeaver.ext.oracle.ui.internal,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.jkiss.dbeaver.ext.oracle.model
.,org.jkiss.dbeaver.ext.postgresql.edit,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PostgreCommandGrantPrivilege]; [PostgreConstraintManager; PostgreForeignKeyManager; PostgreTableManagerBase; PostgreViewManager; PostgreForeignTableManager; PostgreTableManager; PostgreMViewManager; PostgrePartitionManager; PostgreTableColumnManager]; [PostgreDatabaseManager]; [PostgreDatabaseManager.DeleteDatabaseAction]; [PostgreDatabaseManager.CreateDatabaseAction]; [PostgreDataTypeManager]; [PostgreEventTriggerManager]; [PostgreExtensionManager]; [PostgreForeignServerManager]; [PostgreIndexManager]; [PostgreJobManager]; [PostgreJobScheduleManager]; [PostgreJobStepManager]; [PostgreProcedureManager]; [PostgreRoleManager]; [PostgreSchemaManager]; [PostgreSchemaManager.CreateSchemaAction]; [PostgreSequenceManager]; [PostgreTablePolicyManager]; [PostgreTablespaceManager]; [PostgreTriggerManager]. LCC (Lack of Component Cohesion) = 0.72
.,org.jkiss.dbeaver.ext.postgresql.model,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 175
.,org.jkiss.dbeaver.ext.postgresql.model,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.jkiss.dbeaver.ext.postgresql.model.data.type; org.jkiss.dbeaver.model.impl.jdbc.cache; org.jkiss.dbeaver.ext.postgresql.model.impls; org.jkiss.dbeaver.model.impl.net; org.jkiss.dbeaver.model.impl.sql; org.jkiss.dbeaver.ext.postgresql.model.data; org.jkiss.dbeaver.ext.postgresql.model.generic; org.jkiss.dbeaver.model.impl.struct; org.jkiss.dbeaver.model.impl.jdbc.struct; org.jkiss.dbeaver.ext.postgresql.edit
.,org.jkiss.dbeaver.ext.postgresql.model,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AuthModelPgPass; AuthModelPgPassCredentials]; [PostgreAccessMethod; PostgreDatabase; PostgreDataSource; PostgreDataSourceInfo; PostgreDataType; PostgreDataTypeAttribute; PostgreDataTypeCache; PostgreDependency; PostgreEnumValue; PostgreEventTrigger; PostgreExecutionContext; PostgreExtension; PostgreForeignDataWrapper; PostgreForeignServer; PostgreIndex; PostgreIndexColumn; PostgreInformation; PostgreJob; PostgreJobClass; PostgreJobSchedule; PostgreJobStep; PostgreLanguage; PostgreObject; PostgreOid; PostgreOperatorClass; PostgreOperatorFamily; PostgrePrivilege; PostgrePrivilegeGrant; PostgrePrivilegeOwner; PostgrePrivilegeType; PostgreProcedure; PostgreProcedureKind; PostgreProcedureParameter; PostgreRole; PostgreRole.PostgreRoleSetting; PostgreRoleMember; PostgreRolePrivilege; PostgreRule; PostgreSchema; PostgreScriptObject; PostgreScriptObjectExt; PostgreSequence; PostgreServerExtension; PostgreSetting; PostgreStructureAssistant; PostgresUserPasswordManager; PostgreTable; PostgreTableBase; PostgreTableColumn; PostgreTableConstraint; PostgreTableConstraintBase; PostgreTableConstraintColumn; PostgreTableContainer; PostgreTableForeign; PostgreTableForeignKey; PostgreTableForeignKeyColumn; PostgreTableInheritance; PostgreTablePartition; PostgreTablePersistence; PostgreTablePolicy; PostgreTableReal; PostgreTableRegular; PostgreTablespace; PostgreTrigger; PostgreTriggerBase; PostgreTriggerType; PostgreTypeAlign; PostgreTypeCategory; PostgreTypeStorage; PostgreTypeType; PostgreUserMapping; PostgreView; PostgreViewBase; PostgreDialectFunctionsTest; PostgreServerExtensionBaseTest; PostgreTableBaseTest; PostgreAggregate; PostgreAttribute; PostgreAttributeIdentity; PostgreCollation; PostgreDataBoundTypeAttribute; PostgreAvailableExtension; PostgreCharset; PostgreClass; PostgreDefaultPrivilege; PostgreObjectPrivilege; PostgreSchema.TableCache; PostgreCopyLoader; PostgreCopyLoader.AttrMapping; PostgreDataType.EnumTypeValidator; PostgreDialect; PostgreGenericTypeCache; PostgreMaterializedView; PostgreNamespace; PostgrePrivilege.ObjectPermission]; [PostgreAccessMethod.OperatorClassCache]; [PostgreAccessMethod.OperatorFamilyCache]; [PostgreAttribute.DataTypeListProvider]; [PostgreAttribute.CollationListProvider]; [PostgreAttribute.PostgreArrayAttrTypeDescriptor]; [PostgreClass.RelKind]; [PostgreDatabase.PostgreDatabaseJDBCObjectCache]; [PostgreDatabase.RoleCache]; [PostgreDatabase.AccessMethodCache]; [PostgreDatabase.EncodingCache]; [PostgreDatabase.CollationCache]; [PostgreDatabase.LanguageCache]; [PostgreDatabase.ForeignDataWrapperCache]; [PostgreDatabase.ForeignServerCache]; [PostgreDatabase.TablespaceCache]; [PostgreDatabase.AvailableExtensionCache]; [PostgreDatabase.EventTriggersCache]; [PostgreDatabase.ExtensionCache]; [PostgreDatabase.SchemaCache]; [PostgreDatabase.JobCache]; [PostgreDatabase.JobClassCache]; [PostgreDatabase.EnumValueCache]; [PostgreDatabase.TablespaceListProvider]; [PostgreDatabase.RoleListProvider]; [PostgreDatabase.CharsetListProvider]; [PostgreDataSource.DatabaseCache]; [PostgreDataSource.SettingCache]; [PostgreDataType.AttributeCache]; [PostgreEventTrigger.TriggerEventTypes]; [PostgreExtension.SchemaListProvider]; [PostgreForeignServer.UserMappingCache]; [PostgreGenericDataSource]; [PostgreGenericTrigger]; [PostgreInsertReplaceMethod]; [PostgreInsertReplaceMethodIgnore]; [PostgreJob.StepCache]; [PostgreJob.ScheduleCache]; [PostgreJob.JobClassListProvider]; [PostgreJobStep.StepKind]; [PostgreJobStep.ActionKind]; [PostgreJobStep.DatabaseListProvider]; [PostgreOperatorClass.PostgreSupportsOpFamily]; [PostgrePrivilegeGrant.Kind]; [PostgreProcedure.ProcedureVolatile]; [PostgreProcedure.ArgumentMode]; [PostgreProcedure.TransitionModifies]; [PostgreRole.MembersCache]; [PostgreRole.PostgreRoleCanBeSuperUserValidator]; [PostgreRole.PostgreRoleInheritValidator]; [PostgreRole.PostgreRoleCanCreateDBValidator]; [PostgreRole.RoleCanBeReplicationValidator]; [PostgreRole.RoleCanBypassRLSValidator]; [PostgreRole.PersistenceUserValidator]; [PostgreRole.CommentsOnRolesSupportedValidator]; [PostgreSchema.ExtensionCache]; [PostgreSchema.AggregateCache]; [PostgreSchema.ConstraintCache]; [PostgreSchema.IndexCache]; [PostgreSchema.ProceduresCache]; [PostgreSequence.AdditionalInfo]; [PostgreSequence.AdditionalInfoValidator]; [PostgreSequence.CacheAndCycleValidator]; [PostgreServerOutputReader]; [PostgreServerOutputReader.PostgreOutputSeverity]; [PostgreStructureAssistant.QueryParams]; [PostgreTable.PostgreColumnHasOidsValidator]; [PostgreTable.PostgreColumnHasRowLevelSecurity]; [PostgreTable.PolicyCache]; [PostgreTableBase.TablespaceListProvider]; [PostgreTableForeignKey.MatchType]; [PostgreTableForeignKey.PostgreConstraintModifyRuleListProvider]; [PostgreTablePolicy.PolicyType]; [PostgreTablePolicy.PolicyEvent]; [PostgreTablePolicy.RoleListProvider]; [PostgreTableReal.TriggerCache]; [PostgreTableReal.RuleCache]; [PostgreTrigger.ColumnNameTransformer]; [QueryTransformerFetchAll]. LCC (Lack of Component Cohesion) = 0.46
.,org.jkiss.dbeaver.ext.postgresql.model,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.jkiss.dbeaver.ext.postgresql.model; org.jkiss.dbeaver.ext.postgresql.model.data.type; org.jkiss.dbeaver.ext.postgresql.model
.,org.jkiss.dbeaver.ext.postgresql.model,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.jkiss.dbeaver.ext.postgresql.model; org.jkiss.dbeaver.ext.postgresql.model.generic; org.jkiss.dbeaver.ext.postgresql.model
.,org.jkiss.dbeaver.ext.postgresql.model,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.jkiss.dbeaver.ext.postgresql.model; org.jkiss.dbeaver.ext.postgresql.model.generic; org.jkiss.dbeaver.ext.postgresql.model.plan; org.jkiss.dbeaver.ext.postgresql.model
.,org.jkiss.dbeaver.ext.postgresql.model.data,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.jkiss.dbeaver.ext.postgresql.model.impls.redshift
.,org.jkiss.dbeaver.ext.postgresql.model.data,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PostgreArrayValueHandler; PostgreValueHandlerProvider; PostgreBitStringValueHandler; PostgreGeometryValueHandler; PostgreHStoreValueHandler; PostgreIntervalValueHandler; PostgreJSONValueHandler; PostgreMoneyValueHandler; PostgreRefCursorValueHandler; PostgreStringValueHandler; PostgreStructValueHandler]; [PostgreBinaryFormatter]; [PostgreContentJSON]; [PostgreDateTimeValueHandler]; [PostgreRefCursor]; [PostgreTemporalAccessorValueHandler]. LCC (Lack of Component Cohesion) = 0.38
.,org.jkiss.dbeaver.ext.postgresql.model.impls,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PostgreServerCrateDB; PostgreServerExtensionBase; PostgreServerPostgreSQL; PostgreServerRisingWave; PostgreServerTimescale; PostgreServerYugabyteDB; PostgreServerEdb; PostgreServerGCloud]; [PostgreServerEdb.EDBSchemaCache]; [PostgreServerType; PostgreServerTypeRegistry]. LCC (Lack of Component Cohesion) = 0.27
.,org.jkiss.dbeaver.ext.postgresql.model.impls.redshift,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PostgreServerRedshift; RedshiftQueries]; [PostgreServerRedshift.RedshiftSchemaCache]; [RedshiftDataType]; [RedshiftExternalSchema; RedshiftExternalTable; RedshiftExternalTableColumn]; [RedshiftExternalSchema.ExternalTableCache]; [RedshiftGeometryValueHandler]; [RedshiftSchema]; [RedshiftTable; RedshiftTableColumn]; [RedshiftView]. LCC (Lack of Component Cohesion) = 0.69
.,org.jkiss.dbeaver.ext.postgresql,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.jkiss.dbeaver.ext.postgresql.model.impls; org.jkiss.dbeaver.registry; org.jkiss.dbeaver.ext.postgresql.edit; org.jkiss.dbeaver.ext.postgresql.model; org.jkiss.dbeaver.tasks.ui.nativetool; org.jkiss.dbeaver.model.impl.data.formatters; org.jkiss.dbeaver.registry.formatter; org.jkiss.dbeaver.model.impl.jdbc.data; org.jkiss.dbeaver.ext.postgresql.model.data
.,org.jkiss.dbeaver.ext.postgresql,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PostgreConstants; PostgreDataSourceProvider; PostgreUtils; PostgreValueParser; PostgreValueParserTest]; [PostgreServerHome]; [PostgreValueParser.State]; [PostgreMessages; PostgreUIUtils]; [PostgreUIActivator]; [PostgreTestUtils]; [TestPreferenceStore]. LCC (Lack of Component Cohesion) = 0.58
.,org.jkiss.dbeaver.ext.postgresql,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.jkiss.dbeaver.ext.postgresql; org.jkiss.dbeaver.ext.postgresql.model.impls; org.jkiss.dbeaver.ext.postgresql
.,org.jkiss.dbeaver.ext.postgresql,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.jkiss.dbeaver.ext.postgresql; org.jkiss.dbeaver.ext.postgresql.edit; org.jkiss.dbeaver.ext.postgresql
.,org.jkiss.dbeaver.ext.postgresql,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.jkiss.dbeaver.ext.postgresql; org.jkiss.dbeaver.ext.postgresql.model; org.jkiss.dbeaver.ext.postgresql
.,org.jkiss.dbeaver.ext.postgresql,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.jkiss.dbeaver.ext.postgresql; org.jkiss.dbeaver.ext.postgresql.model.data; org.jkiss.dbeaver.ext.postgresql
.,org.jkiss.dbeaver.ext.postgresql,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.jkiss.dbeaver.ext.postgresql; org.jkiss.dbeaver.ext.postgresql.model.data; org.jkiss.dbeaver.ext.postgresql.model.impls.redshift; org.jkiss.dbeaver.ext.postgresql
.,org.jkiss.dbeaver.ext.postgresql.tasks,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 34
.,org.jkiss.dbeaver.ext.postgresql.tasks,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.jkiss.dbeaver.tasks.nativetool
