Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
.,org.jkiss.dbeaver.registry.task,TaskRegistry,TaskRegistry,Complex Method,Cyclomatic complexity of the method is 14,58
.,org.jkiss.dbeaver.registry.task,TaskRunImpl,TaskRunImpl,Long Parameter List,The method has 6 parameters. ,39
.,org.jkiss.dbeaver.registry.task,TaskRunJob,run,Long Statement,The length of the statement "TaskRunImpl taskRun=new TaskRunImpl(taskId`new Date()`System.getProperty(StandardConstants.ENV_USER_NAME)`GeneralUtils.getProductTitle()`null`null);" is 148.,82
.,org.jkiss.dbeaver.registry.task,TaskRunJob,cancelByTimeReached,Complex Conditional,The conditional expression task.getMaxExecutionTime() > 0 && taskStartTime > 0 && (System.currentTimeMillis() - taskStartTime) > (task.getMaxExecutionTime() * 1000L) is complex.,197
.,org.jkiss.dbeaver.registry.task,TaskRunJob,cancelByTimeReached,Long Statement,The length of the statement "if (task.getMaxExecutionTime() > 0 && taskStartTime > 0 && (System.currentTimeMillis() - taskStartTime) > (task.getMaxExecutionTime() * 1000L)) {" is 145.,197
.,org.jkiss.dbeaver.registry.task,TaskRunJob,cancelByTimeReached,Magic Number,The method contains a magic number: 1000L,197
.,org.jkiss.dbeaver.registry.updater,VersionDescriptor,VersionDescriptor,Long Statement,The length of the statement "try (InputStream inputStream=WebUtils.openConnection(fileAddr`platform.getWorkspace().getWorkspaceId()).getInputStream()){" is 122.,52
.,org.jkiss.dbeaver.registry.updater,VersionDescriptor,parseVersionInfo,Long Statement,The length of the statement "@Override public void saxStartElement( SAXReader reader` String namespaceURI` String localName` Attributes atts) throws XMLException {" is 134.,113
.,org.jkiss.dbeaver.tasks.nativetool,AbstractImportExportSettings,resolveVars,Complex Method,Cyclomatic complexity of the method is 10,100
.,org.jkiss.dbeaver.tasks.nativetool,AbstractImportExportSettings,resolveVars,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@1815591d,100
.,org.jkiss.dbeaver.tasks.nativetool,AbstractNativeToolHandler,executeTask,Empty catch clause,The method has an empty catch block.,61
.,org.jkiss.dbeaver.tasks.nativetool,AbstractNativeToolHandler,executeTask,Long Parameter List,The method has 6 parameters. ,61
.,org.jkiss.dbeaver.tasks.nativetool,AbstractNativeToolHandler,validateClientHome,Complex Method,Cyclomatic complexity of the method is 9,121
.,org.jkiss.dbeaver.tasks.nativetool,AbstractNativeToolHandler,startProcessHandler,Long Parameter List,The method has 7 parameters. ,189
.,org.jkiss.dbeaver.tasks.nativetool,AbstractNativeToolHandler,executeProcess,Long Parameter List,The method has 5 parameters. ,207
.,org.jkiss.dbeaver.tasks.nativetool,AbstractNativeToolHandler,executeProcess,Magic Number,The method contains a magic number: 100,207
.,org.jkiss.dbeaver.tasks.nativetool,AbstractNativeToolHandler,executeProcess,Magic Number,The method contains a magic number: 100,207
.,org.jkiss.dbeaver.tasks.nativetool,AbstractNativeToolHandler,notifyToolFinish,Magic Number,The method contains a magic number: 1000,267
.,org.jkiss.dbeaver.tasks.nativetool,AbstractNativeToolHandler,doExecute,Complex Conditional,The conditional expression navigatorModel != null && refreshObjects && needsModelRefresh() is complex.,274
.,org.jkiss.dbeaver.tasks.nativetool,AbstractNativeToolHandler,doExecute,Complex Method,Cyclomatic complexity of the method is 8,274
.,org.jkiss.dbeaver.tasks.nativetool,AbstractNativeToolHandler,getDataSourcePassword,Empty catch clause,The method has an empty catch block.,607
.,org.jkiss.dbeaver.tasks.nativetool,AbstractNativeToolSettings,loadSettings,Complex Method,Cyclomatic complexity of the method is 16,163
.,org.jkiss.dbeaver.tasks.nativetool,AbstractNativeToolSettings,loadSettings,Empty catch clause,The method has an empty catch block.,163
.,org.jkiss.dbeaver.tasks.nativetool,AbstractNativeToolSettings,loadSettings,Long Statement,The length of the statement "dataSourceContainer=baseObject instanceof DBPDataSourceContainer ? (DBPDataSourceContainer)baseObject : baseObject.getDataSource().getContainer();" is 146.,163
.,org.jkiss.dbeaver.tasks.nativetool,AbstractNativeToolSettings,loadSettings,Long Statement,The length of the statement "DBPProject project=CommonUtils.isEmpty(projectName) ? null : DBWorkbench.getPlatform().getWorkspace().getProject(projectName);" is 126.,163
.,org.jkiss.dbeaver.tasks.nativetool,AbstractNativeToolSettings,loadSettings,Long Statement,The length of the statement "dataSourceContainer=object instanceof DBPDataSourceContainer ? (DBPDataSourceContainer)object : object.getDataSource().getContainer();" is 134.,163
.,org.jkiss.dbeaver.tasks.nativetool,AbstractNativeToolSettings,loadSettings,Long Statement,The length of the statement "throw new DBException("Can't find database object '" + objectId + "' in project '"+ finalProject.getName()+ "' for task configuration"`e);" is 138.,163
.,org.jkiss.dbeaver.tasks.nativetool,NativeToolUtils,isSecureString,Long Statement,The length of the statement "return !CommonUtils.isEmpty(toolUserPassword) && string.endsWith(toolUserPassword) || !CommonUtils.isEmpty(userPassword) && string.endsWith(userPassword);" is 154.,77
.,org.jkiss.dbeaver.tasks.nativetool,NativeToolUtils,replaceVariables,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@49ee54e2,84
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeExportWizard,performFinish,Long Statement,The length of the statement "boolean deleteFile=UIUtils.confirmAction(TaskNativeUIMessages.tools_db_export_wizard_file_already_exists_title`TaskNativeUIMessages.tools_db_export_wizard_file_already_exists_message);" is 184.,46
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeExportWizard,performFinish,Long Statement,The length of the statement "DBWorkbench.getPlatformUI().showError(TaskNativeUIMessages.tools_db_export_wizard_file_have_not_been_deleted_title`TaskNativeUIMessages.tools_db_export_wizard_file_have_not_been_deleted_message`e);" is 197.,46
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeScriptExecuteWizard,onSuccess,Long Statement,The length of the statement "UIUtils.showMessageBox(getShell()`taskTitle`NLS.bind(TaskNativeUIMessages.tools_script_execute_wizard_task_completed`taskTitle`getObjectsName())`SWT.ICON_INFORMATION);" is 167.,70
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeToolWizard,AbstractNativeToolWizard,Abstract Function Call From Constructor,The constructor AbstractNativeToolWizard calls a virtual method createSettings.,68
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeToolWizard,AbstractNativeToolWizard,Abstract Function Call From Constructor,The constructor AbstractNativeToolWizard calls a virtual method createSettings.,76
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeToolWizard,readLocalClientInfo,Complex Method,Cyclomatic complexity of the method is 8,145
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeToolWizard,readLocalClientInfo,Long Statement,The length of the statement "List<DBPNativeClientLocation> nativeClientLocations=getSettings().getDataSourceContainer().getDriver().getNativeClientLocations();" is 130.,145
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeToolWizard,readLocalClientInfo,Long Statement,The length of the statement "currentPage.setErrorMessage(TaskNativeUIMessages.tools_wizard_message_no_client_home + "\n " + NLS.bind(TaskNativeUIMessages.tools_wizard_message_no_client_home_link`HelpUtils.getHelpExternalReference("Local-Client-Configuration")));" is 233.,145
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeToolWizard,validateClientFiles,Long Statement,The length of the statement "DBWorkbench.getPlatformUI().showError("Download local client file(s)"`"Error downloading client file(s)"`e.getTargetException());" is 129.,186
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeToolWizardPage,determinePageCompletion,Long Statement,The length of the statement "if (settings instanceof AbstractImportExportSettings && ((AbstractImportExportSettings)settings).getOutputFolderPattern() == null) {" is 132.,57
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeToolWizardPage,createCheckButtons,Long Statement,The length of the statement "UIUtils.createDialogButton(buttonsPanel`TaskNativeUIMessages.tools_wizard_page_dialog_button_all`new CheckListener(table`true));" is 128.,73
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeToolWizardPage,createCheckButtons,Long Statement,The length of the statement "UIUtils.createDialogButton(buttonsPanel`TaskNativeUIMessages.tools_wizard_page_dialog_button_none`new CheckListener(table`false));" is 130.,73
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeToolWizardPage,createOutputFolderInput,Long Statement,The length of the statement "outputFolderText=DialogUtils.createOutputFolderChooser(outputGroup`TaskNativeUIMessages.tools_wizard_page_dialog_folder_pattern`null`settings.getOutputFolderPattern()`wizard.getProject()`true`e -> updateState());" is 212.,78
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeToolWizardPage,createOutputFolderInput,Long Statement,The length of the statement "outputFileText=UIUtils.createLabelText(outputGroup`TaskNativeUIMessages.tools_wizard_page_dialog_file_pattern`settings.getOutputFilePattern());" is 143.,78
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeToolWizardPage,createOutputFolderInput,Long Statement,The length of the statement "UIUtils.setContentProposalToolTip(outputFileText`TaskNativeUIMessages.tools_wizard_page_dialog_folder_pattern_tip`NativeToolUtils.ALL_VARIABLES);" is 145.,78
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeToolWizardPage,createOutputFolderInput,Long Statement,The length of the statement "ContentAssistUtils.installContentProposal(outputFileText`new SmartTextContentAdapter()`new StringContentProposalProvider(Arrays.stream(NativeToolUtils.ALL_VARIABLES).map(GeneralUtils::variablePattern).toArray(String[]::new)));" is 226.,78
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeToolWizardPage,createOutputFolderInput,Long Statement,The length of the statement "UIUtils.setContentProposalToolTip(outputFolderText`TaskNativeUIMessages.tools_wizard_page_dialog_file_pattern_tip`NativeToolUtils.LIMITED_VARIABLES);" is 149.,78
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeToolWizardPage,createOutputFolderInput,Long Statement,The length of the statement "ContentAssistUtils.installContentProposal(outputFolderText`new SmartTextContentAdapter()`new StringContentProposalProvider(Arrays.stream(NativeToolUtils.LIMITED_VARIABLES).map(GeneralUtils::variablePattern).toArray(String[]::new)));" is 232.,78
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeToolWizardPage,createExtraArgsInput,Long Statement,The length of the statement "extraCommandArgsText=UIUtils.createLabelText(outputGroup`TaskNativeUIMessages.tools_wizard_page_dialog_label_extra_command_args`wizard.getSettings().getExtraCommandArgs());" is 172.,116
.,org.jkiss.dbeaver.tasks.ui.nativetool,AbstractNativeToolWizardPage,createExtraArgsInput,Long Statement,The length of the statement "ContentAssistUtils.installContentProposal(extraCommandArgsText`new SmartTextContentAdapter()`new StringContentProposalProvider(new String[]{}));" is 144.,116
.,org.jkiss.dbeaver.tasks.ui.nativetool,NativeSQLScriptExecutor,execute,Long Statement,The length of the statement "NativeToolWizardDialog dialog=new NativeToolWizardDialog(UIUtils.getActiveWorkbenchWindow()`createTaskConfigurationWizard(container`file));" is 139.,31
.,org.jkiss.dbeaver.tasks.ui.nativetool,NativeToolConfigPanel,createControl,Long Statement,The length of the statement "Group databasesGroup=UIUtils.createControlGroup(parent`TaskNativeUIMessages.tools_wizard_database_group_title`1`GridData.FILL_BOTH`0);" is 134.,74
.,org.jkiss.dbeaver.tasks.ui.nativetool,NativeToolConfigPanel,createControl,Long Statement,The length of the statement "selectedObject=element instanceof DBSWrapper && objectClass.isInstance(((DBSWrapper)element).getObject()) ? objectClass.cast(((DBSWrapper)element).getObject()) : null;" is 167.,74
.,org.jkiss.dbeaver.tasks.ui.nativetool,NativeToolConfigPanel,createControl,Long Statement,The length of the statement "return providerClass.isInstance(driver.getDataSourceProvider()) && (driver.getNativeClientManager() != null && driver.getNativeClientManager().supportsNativeClients());" is 168.,74
.,org.jkiss.dbeaver.tasks.ui.nativetool,NativeToolConfigPanel,createControl,Long Statement,The length of the statement "Composite clientGroup=UIUtils.createControlGroup((Composite)parent`TaskNativeUIMessages.tools_wizard_client_group_title`1`GridData.FILL_HORIZONTAL`0);" is 150.,74
.,org.jkiss.dbeaver.tasks.ui.nativetool,NativeToolConfigPanel,onSelectionChange,Long Statement,The length of the statement "selectedObject=element instanceof DBSWrapper && objectClass.isInstance(((DBSWrapper)element).getObject()) ? objectClass.cast(((DBSWrapper)element).getObject()) : null;" is 167.,94
.,org.jkiss.dbeaver.tasks.ui.nativetool,NativeToolConfigPanel,isDataSourceVisible,Long Statement,The length of the statement "return providerClass.isInstance(driver.getDataSourceProvider()) && (driver.getNativeClientManager() != null && driver.getNativeClientManager().supportsNativeClients());" is 168.,121
.,org.jkiss.dbeaver.tasks.ui.nativetool,NativeToolConfigPanel,updateHomeSelector,Long Statement,The length of the statement "homesSelector.populateHomes(newDataSource.getDriver()`newDataSource.getConnectionConfiguration().getClientHomeId()`true);" is 121.,144
.,org.jkiss.dbeaver.tasks.ui.nativetool,NativeToolConfigPanel,loadSettings,Complex Conditional,The conditional expression selectorPanel != null && (selectedObject != null || container != null) is complex.,157
.,org.jkiss.dbeaver.tasks.ui.nativetool,NativeToolConfigPanel,loadSettings,Empty catch clause,The method has an empty catch block.,157
.,org.jkiss.dbeaver.tasks.ui.nativetool,NativeToolConfigPanel,loadSettings,Long Statement,The length of the statement "ieWizard.getRunnableContext().run(true`true`monitor -> catalogNode[0]=DBNUtils.getNodeByObject(monitor`selectedObject != null ? selectedObject : container`false));" is 163.,157
.,org.jkiss.dbeaver.tasks.ui.nativetool,NativeToolWizardPageLog,createControl,Magic Number,The method contains a magic number: 1024,61
.,org.jkiss.dbeaver.tasks.ui.nativetool,NativeToolWizardPageLog,createControl,Magic Number,The method contains a magic number: 1024,61
.,org.jkiss.dbeaver.tasks.ui.nativetool,NativeToolWizardPageLog,createControl,Magic Number,The method contains a magic number: 3,61
.,org.jkiss.dbeaver.tasks.ui.nativetool,NativeToolWizardPageLog,createControl,Magic Number,The method contains a magic number: 1024,61
.,org.jkiss.dbeaver.tasks.ui.nativetool,NativeToolWizardPageLog,createControl,Magic Number,The method contains a magic number: 1024,61
.,org.jkiss.dbeaver.tasks.ui.nativetool,NativeToolWizardPageLog,createControl,Magic Number,The method contains a magic number: 4,61
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskObjectSelectorDialog,createDialogArea,Complex Conditional,The conditional expression taskType.isDriverApplicable(ds.getDataSourceContainer().getDriver()) && (!showConnected || ds.getDataSourceContainer().isConnected()) is complex.,57
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskObjectSelectorDialog,createDialogArea,Complex Method,Cyclomatic complexity of the method is 9,57
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskObjectSelectorDialog,createDialogArea,Long Statement,The length of the statement "if (taskType.isDriverApplicable(ds.getDataSourceContainer().getDriver()) && (!showConnected || ds.getDataSourceContainer().isConnected())) {" is 140.,57
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskObjectSelectorDialog,createDialogArea,Long Statement,The length of the statement "return (DBSObjectContainer.class.isAssignableFrom(object.getClass()) || (taskType.matchesEntityElements() && DBSEntity.class.isAssignableFrom(object.getClass())) || taskType.appliesTo(object));" is 193.,57
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskObjectSelectorDialog,createDialogArea,Long Statement,The length of the statement "return childrenClass != null && (DBSObjectContainer.class.isAssignableFrom(childrenClass) || (taskType.matchesEntityElements() && DBSEntity.class.isAssignableFrom(childrenClass)) || taskType.matchesType(childrenClass));" is 219.,57
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskObjectSelectorDialog,createDialogArea,Long Statement,The length of the statement "dataSourceTree=new DatabaseNavigatorTree(dialogArea`projectNode.getDatabases()`SWT.SINGLE | SWT.BORDER | SWT.CHECK`false`dsFilter);" is 131.,57
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskObjectSelectorDialog,createDialogArea,Magic Number,The method contains a magic number: 300,57
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskObjectSelectorDialog,createDialogArea,Magic Number,The method contains a magic number: 400,57
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskObjectSelectorDialog,select,Complex Conditional,The conditional expression taskType.isDriverApplicable(ds.getDataSourceContainer().getDriver()) && (!showConnected || ds.getDataSourceContainer().isConnected()) is complex.,70
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskObjectSelectorDialog,select,Complex Method,Cyclomatic complexity of the method is 9,70
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskObjectSelectorDialog,select,Long Statement,The length of the statement "if (taskType.isDriverApplicable(ds.getDataSourceContainer().getDriver()) && (!showConnected || ds.getDataSourceContainer().isConnected())) {" is 140.,70
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskObjectSelectorDialog,select,Long Statement,The length of the statement "return (DBSObjectContainer.class.isAssignableFrom(object.getClass()) || (taskType.matchesEntityElements() && DBSEntity.class.isAssignableFrom(object.getClass())) || taskType.appliesTo(object));" is 193.,70
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskObjectSelectorDialog,select,Long Statement,The length of the statement "return childrenClass != null && (DBSObjectContainer.class.isAssignableFrom(childrenClass) || (taskType.matchesEntityElements() && DBSEntity.class.isAssignableFrom(childrenClass)) || taskType.matchesType(childrenClass));" is 219.,70
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizard,performFinish,Long Statement,The length of the statement "DBWorkbench.getPlatformUI().showError(e.getMessage()`TasksSQLUIMessages.sql_tool_task_wizard_message_error_running_task`e);" is 123.,117
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizard,refreshOnFinish,Empty catch clause,The method has an empty catch block.,150
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,SQLToolTaskWizardPageSettings,Long Statement,The length of the statement "setDescription(NLS.bind(TasksSQLUIMessages.sql_tool_task_wizard_page_settings_description`wizard.getTaskType().getName()));" is 123.,76
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,createControl,Complex Method,Cyclomatic complexity of the method is 12,84
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,createControl,Long Method,The method has 132 lines of code.,84
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,createControl,Long Statement,The length of the statement "objectsPanel=UIUtils.createControlGroup(settingsPanel`TasksSQLUIMessages.sql_tool_task_wizard_page_settings_group_label_objects`2`GridData.FILL_BOTH`0);" is 152.,84
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,createControl,Long Statement,The length of the statement "UIUtils.createToolItem(buttonsToolbar`TasksSQLUIMessages.sql_tool_task_wizard_page_settings_tool_item_text_add_string`UIIcon.ROW_ADD`new SelectionAdapter(){" is 156.,84
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,createControl,Long Statement,The length of the statement "SQLToolTaskObjectSelectorDialog objectListDialog=new SQLToolTaskObjectSelectorDialog(getShell()`projectNode`(TaskTypeDescriptor)sqlWizard.getTaskType());" is 153.,84
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,createControl,Long Statement,The length of the statement "ToolItem deleteItem=UIUtils.createToolItem(buttonsToolbar`TasksSQLUIMessages.sql_tool_task_wizard_page_settings_tool_item_text_remove_string`UIIcon.ROW_DELETE`new SelectionAdapter(){" is 182.,84
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,createControl,Long Statement,The length of the statement "moveButtons[0]=UIUtils.createToolItem(buttonsToolbar`TasksSQLUIMessages.sql_tool_task_wizard_page_settings_tool_item_text_move_script_up`UIIcon.ARROW_UP`new SelectionAdapter(){" is 176.,84
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,createControl,Long Statement,The length of the statement "moveButtons[1]=UIUtils.createToolItem(buttonsToolbar`TasksSQLUIMessages.sql_tool_task_wizard_page_settings_tool_item_text_move_script_down`UIIcon.ARROW_DOWN`new SelectionAdapter(){" is 180.,84
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,createControl,Long Statement,The length of the statement "Group optionsPanel=UIUtils.createControlGroup(settingsPanel`TasksSQLUIMessages.sql_tool_task_wizard_page_settings_group_label_settings`1`GridData.FILL_BOTH`0);" is 159.,84
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,createControl,Long Statement,The length of the statement "sqlPreviewPanel=serviceSQL.createSQLPanel(UIUtils.getActiveWorkbenchWindow().getActivePage().getActivePart().getSite()`previewPanel`this`TasksSQLUIMessages.sql_tool_task_wizard_page_settings_sql_panel_name`true`"");" is 215.,84
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,createControl,Long Statement,The length of the statement "DBWorkbench.getPlatformUI().showError(TasksSQLUIMessages.sql_tool_task_wizard_page_settings_title_sql_preview_error`TasksSQLUIMessages.sql_tool_task_wizard_page_settings_message_sql_preview_panel`e);" is 199.,84
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,createControl,Long Statement,The length of the statement "UIUtils.createDialogButton(controlsPanel`TasksSQLUIMessages.sql_tool_task_wizard_page_settings_dialog_button_label_copy`new SelectionAdapter(){" is 143.,84
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,createControl,Magic Number,The method contains a magic number: 2,84
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,createControl,Magic Number,The method contains a magic number: 150,84
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,createControl,Magic Number,The method contains a magic number: 200,84
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,createControl,Magic Number,The method contains a magic number: 2,84
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,createControl,Magic Number,The method contains a magic number: 2,84
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,createControl,Magic Number,The method contains a magic number: 2,84
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,widgetSelected,Long Statement,The length of the statement "SQLToolTaskObjectSelectorDialog objectListDialog=new SQLToolTaskObjectSelectorDialog(getShell()`projectNode`(TaskTypeDescriptor)sqlWizard.getTaskType());" is 153.,121
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageSettings,widgetSelected,Magic Number,The method contains a magic number: 2,171
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageStatus,activatePage,Long Statement,The length of the statement "setTitle(NLS.bind(TasksSQLUIMessages.sql_tool_task_wizard_page_status_activate_page_title`getWizard().getTaskType().getName()));" is 128.,76
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageStatus,createControl,Magic Number,The method contains a magic number: 5,87
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageStatus,createControl,Magic Number,The method contains a magic number: 1024,87
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageStatus,createControl,Magic Number,The method contains a magic number: 1024,87
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageStatus,createControl,Magic Number,The method contains a magic number: 3,87
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageStatus,createControl,Magic Number,The method contains a magic number: 1024,87
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageStatus,createControl,Magic Number,The method contains a magic number: 1024,87
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageStatus,createControl,Magic Number,The method contains a magic number: 4,87
.,org.jkiss.dbeaver.tasks.ui.sql,SQLToolTaskWizardPageStatus,addStatistics,Magic Number,The method contains a magic number: 100,146
.,org.jkiss.dbeaver.tasks.ui,ExecuteToolHandler,executeTool,Long Statement,The length of the statement "DBWorkbench.getPlatformUI().showWarningMessageBox(TaskUIMessages.task_execute_handler_tool_warn_readonly_title`NLS.bind(TaskUIMessages.task_execute_handler_tool_warn_readonly_message`dataSource.getName()));" is 206.,63
.,org.jkiss.dbeaver.tasks.ui,ExecuteToolHandler,executeTool,Long Statement,The length of the statement "DBWorkbench.getPlatformUI().showWarningMessageBox(TaskUIMessages.task_execute_handler_tool_error_title`TaskUIMessages.task_execute_handler_tool_error_apply_message);" is 165.,63
.,org.jkiss.dbeaver.tasks.ui,ExecuteToolHandler,executeTool,Long Statement,The length of the statement "DBWorkbench.getPlatformUI().showWarningMessageBox(TaskUIMessages.task_execute_handler_tool_error_title`TaskUIMessages.task_execute_handler_tool_error_project_message);" is 167.,63
.,org.jkiss.dbeaver.tasks.ui,ExecuteToolHandler,executeTool,Long Statement,The length of the statement "DBWorkbench.getPlatformUI().showError(TaskUIMessages.task_execute_handler_tool_error_title`NLS.bind(TaskUIMessages.task_execute_handler_tool_error_message`tool.getLabel())`e);" is 175.,63
.,org.jkiss.dbeaver.tasks.ui,DataSourceToolsContributor,fillContributionItems,Complex Method,Cyclomatic complexity of the method is 11,55
.,org.jkiss.dbeaver.tasks.ui,DataSourceToolsContributor,fillContributionItems,Long Statement,The length of the statement "DBPEditorContribution[] contributedEditors=DBWorkbench.getPlatform().getDataSourceProviderRegistry().getContributedEditors(DBPEditorContribution.MB_CONNECTION_EDITOR`dataSourceContainer);" is 187.,55
.,org.jkiss.dbeaver.tasks.ui,DataSourceToolsContributor,fillToolsMenu,Complex Method,Cyclomatic complexity of the method is 10,150
.,org.jkiss.dbeaver.tasks.ui,DataSourceToolsContributor,fillToolsMenu,Long Statement,The length of the statement "IAction action=ActionUtils.makeAction(new ExecuteToolHandler(workbenchWindow`tool)`activePart.getSite()`selection`"execute-tool"`tool.getLabel()`tool.getIcon() == null ? null : DBeaverIcons.getImageDescriptor(tool.getIcon())`tool.getDescription());" is 248.,150
.,org.jkiss.dbeaver.tasks.ui,RecentTasksMenuContributor,fillContributionItems,Long Statement,The length of the statement "DBTTask[] tasks=Arrays.stream(project.getTaskManager().getAllTasks()).sorted(Comparator.comparing(DBTTask::getUpdateTime).reversed()).limit(MAX_ITEMS).toArray(DBTTask[]::new);" is 175.,39
.,org.jkiss.dbeaver.tasks.ui,ToolsPropertyTester,test,Long Statement,The length of the statement "return DBWorkbench.getPlatform().getWorkspace().hasRealmPermission(RMConstants.PERMISSION_DATABASE_DEVELOPER) && hasAvailableTools(structuredSelection);" is 152.,43
.,org.jkiss.dbeaver.tasks.ui.handlers,TaskClearHistoryHandler,run,Magic Number,The method contains a magic number: 2,37
.,org.jkiss.dbeaver.tasks.ui.wizard,EditTaskConfigurationDialog,EditTaskConfigurationDialog,Long Statement,The length of the statement "super(parentShell`TaskUIMessages.edit_task_config_dialog_title_edit_task + " [" + task.getName()+ "]"`task.getType().getIcon() == null ? DBIcon.TREE_TASK : task.getType().getIcon());" is 182.,64
.,org.jkiss.dbeaver.tasks.ui.wizard,EditTaskConfigurationDialog,createDialogArea,Long Statement,The length of the statement "UIUtils.createLabelText(formPanel`TaskUIMessages.edit_task_config_dialog_label_type`taskType.getCategory().getName() + " / " + taskType.getName()`SWT.BORDER | SWT.READ_ONLY);" is 174.,89
.,org.jkiss.dbeaver.tasks.ui.wizard,EditTaskConfigurationDialog,createDialogArea,Long Statement,The length of the statement "taskLabelCombo=UIUtils.createLabelCombo(formPanel`TaskUIMessages.edit_task_config_dialog_label_name`""`SWT.BORDER | (taskSaved ? SWT.READ_ONLY : SWT.NONE));" is 156.,89
